,EnsemblTranscriptID,chr,pos,strand
49646,ENST00000557838,chr15,"[(82381031, 82381069), (82384067, 82384074)]",+
49647,ENST00000557843,chr15,"[(57211029, 57211104), (57212099, 57212111)]",+
49648,ENST00000557846,chr15,"[(78423557, 78423775)]",-
49649,ENST00000557850,chr15,"[(40987369, 40987623), (40990954, 40990956)]",+
49650,ENST00000557854,chr14,"[(24702128, 24702405)]",+
49651,ENST00000557856,chr15,"[(88799384, 88799408)]",-
49652,ENST00000557858,chr15,"[(51535109, 51535147), (51630691, 51630772)]",-
49653,ENST00000557872,chr15,"[(34310427, 34310666), (34354843, 34354918)]",+
49654,ENST00000557879,chr15,"[(34517238, 34517315)]",+
49655,ENST00000557886,chr15,"[(83018098, 83018198)]",-
49656,ENST00000557894,chr14,"[(24630481, 24630547), (24632174, 24632300)]",+
49657,ENST00000557912,chr15,"[(34635274, 34635324)]",-
49658,ENST00000557913,chr15,"[(54025346, 54025358), (54051783, 54051831)]",-
49659,ENST00000557933,chr19,"[(11200137, 11200224)]",+
49660,ENST00000557942,chr15,"[(100106291, 100106309), (100138634, 100138716), (100173182, 100173324)]",+
49661,ENST00000557943,chr15,"[(76603729, 76603810)]",-
49662,ENST00000557957,chr15,"[(85523743, 85523916), (85607600, 85607630)]",+
49663,ENST00000557963,chr15,"[(101420043, 101420112)]",+
49664,ENST00000557997,chr15,"[(70389137, 70390227)]",-
49665,ENST00000557998,chr15,"[(59280336, 59280604), (59323002, 59323021)]",+
49666,ENST00000558000,chr15,"[(90234074, 90234088), (90244937, 90244977)]",+
49667,ENST00000558008,chr15,"[(64673570, 64673637)]",-
49668,ENST00000558011,chr15,"[(90437181, 90437226)]",-
49669,ENST00000558012,chr15,"[(77287425, 77287914)]",+
49670,ENST00000558013,chr19,"[(11200153, 11200224)]",+
49671,ENST00000558014,chr15,"[(47476297, 47476615), (47704589, 47704669), (47762670, 47762742), (47893061, 47893093), (48051941, 48051995)]",+
49672,ENST00000558017,chr15,"[(90777039, 90777318), (90777753, 90777828), (90781723, 90781780), (90784131, 90784140)]",+
49673,ENST00000558069,chr15,"[(64332460, 64332466), (64338496, 64338521)]",-
49674,ENST00000558083,chr15,"[(56657644, 56657868), (56665638, 56665702), (56676149, 56676191)]",+
49675,ENST00000558087,chr15,"[(80367502, 80367584), (80412669, 80412686)]",+
49676,ENST00000558094,chr15,"[(78836986, 78837187)]",+
49677,ENST00000558096,chr14,"[(24563585, 24564054), (24566100, 24566346), (24567411, 24567538)]",+
49678,ENST00000558113,chr15,"[(40855214, 40855226), (40857174, 40857210)]",-
49679,ENST00000558126,chr15,"[(52043549, 52043634)]",-
49680,ENST00000558131,chr19,"[(55897717, 55897725)]",+
49681,ENST00000558133,chr15,"[(82338046, 82338460)]",-
49682,ENST00000558134,chr15,"[(85259306, 85259320)]",-
49683,ENST00000558158,chr15,"[(38226843, 38226895), (38227457, 38227549), (38228514, 38228524)]",+
49684,ENST00000558164,chr15,"[(38856829, 38856836)]",-
49685,ENST00000558170,chr2,"[(145274917, 145274986), (145277505, 145278621)]",-
49686,ENST00000558173,chr15,"[(45045115, 45047574), (45048565, 45050851)]",+
49687,ENST00000558188,chr15,"[(100348192, 100348375)]",+
49688,ENST00000558195,chr15,"[(84841241, 84841253)]",+
49689,ENST00000558197,chr15,"[(33360085, 33360363)]",-
49690,ENST00000558201,chr15,"[(70388642, 70388776)]",-
49691,ENST00000558207,chr15,"[(89346704, 89347040), (89379430, 89379437)]",+
49692,ENST00000558231,chr15,"[(58571402, 58571462)]",-
49693,ENST00000558241,chr15,"[(23414102, 23414193)]",-
49694,ENST00000558256,chr15,"[(99029126, 99029206), (99056985, 99057065), (99057521, 99057611)]",-
49695,ENST00000558259,chr15,"[(29213839, 29213952), (29287955, 29288009), (29346047, 29346087)]",+
49696,ENST00000558263,chr14,"[(24422942, 24422997)]",+
49697,ENST00000558281,chr15,"[(78832819, 78832881), (78834246, 78834269)]",+
49698,ENST00000558285,chr15,"[(63824704, 63824805)]",+
49699,ENST00000558305,chr15,"[(77474268, 77474382), (77544708, 77544868), (77578764, 77578846), (77657504, 77657567), (77712347, 77712464)]",-
49700,ENST00000558311,chr15,"[(78588028, 78588135), (78591903, 78591947)]",-
49701,ENST00000558318,chr16,"[(12995476, 12995798)]",+
49702,ENST00000558319,chr15,"[(44955845, 44955876)]",-
49703,ENST00000558320,chr15,"[(56999307, 56999341), (56999460, 56999504), (57025655, 57025692)]",-
49704,ENST00000558329,chr15,"[(45028727, 45028908), (45048565, 45048661), (45050810, 45050851)]",+
49705,ENST00000558330,chr15,"[(29131167, 29131424), (29140665, 29140755), (29213842, 29213952), (29287955, 29288009), (29346047, 29346087)]",+
49706,ENST00000558331,chr19,"[(8274196, 8274378), (8275589, 8275746), (8315993, 8316113)]",+
49707,ENST00000558336,chr15,"[(45670651, 45670745)]",-
49708,ENST00000558341,chr15,"[(78833155, 78833177), (78834246, 78834269)]",+
49709,ENST00000558373,chr15,"[(44751200, 44751212)]",+
49710,ENST00000558378,chr6,"[(13470512, 13470862), (13486242, 13486415)]",-
49711,ENST00000558401,chr15,"[(45003674, 45003744)]",+
49712,ENST00000558402,chr15,"[(29131119, 29131424), (29140665, 29140755), (29213842, 29213952), (29287955, 29288009), (29346047, 29346087)]",+
49713,ENST00000558405,chr15,"[(48499902, 48499916)]",+
49714,ENST00000558413,chr15,"[(89074936, 89074946), (89089770, 89089865)]",-
49715,ENST00000558422,chr15,"[(45415212, 45415241), (45421034, 45421102), (45421215, 45421332), (45421657, 45421813), (45422049, 45422075)]",-
49716,ENST00000558459,chr15,"[(78588028, 78588067), (78591903, 78591933)]",-
49717,ENST00000558463,chr15,"[(67435294, 67435424), (67438388, 67438479), (67439249, 67439277)]",-
49718,ENST00000558464,chr15,"[(80987651, 80987770)]",+
49719,ENST00000558467,chr15,"[(41057817, 41058039)]",+
49720,ENST00000558474,chr15,"[(41186664, 41186966)]",+
49721,ENST00000558480,chr15,"[(79382840, 79383106)]",-
49722,ENST00000558494,chr15,"[(80352055, 80352151), (80412669, 80412686)]",+
49723,ENST00000558502,chr15,"[(79165371, 79165399), (79178482, 79178569), (79179610, 79179632)]",+
49724,ENST00000558506,chr14,"[(103801285, 103802197)]",+
49725,ENST00000558518,chr19,"[(11200037, 11200224)]",+
49726,ENST00000558530,chr20,"[(35202955, 35203038), (35207143, 35207177)]",+
49727,ENST00000558540,chr11,"[(10647935, 10648130), (10649262, 10649310), (10649519, 10649572), (10650297, 10650375), (10651084, 10651258), (10653537, 10653608), (10673571, 10673729), (10711811, 10711916), (10715008, 10715099)]",-
49728,ENST00000558553,chr15,"[(97326703, 97326819), (97327382, 97327415)]",+
49729,ENST00000558554,chr15,"[(78441701, 78441745)]",+
49730,ENST00000558555,chr19,"[(47922338, 47922526)]",-
49731,ENST00000558566,chr14,"[(24711538, 24711819)]",-
49732,ENST00000558567,chr14,"[(102606233, 102606260)]",+
49733,ENST00000558569,chr19,"[(31840125, 31840161)]",-
49734,ENST00000558580,chr15,"[(45328433, 45328539)]",+
49735,ENST00000558583,chr16,"[(12995476, 12995798)]",+
49736,ENST00000558585,chr15,"[(69715238, 69715373), (69715497, 69715525)]",+
49737,ENST00000558589,chr15,"[(34628854, 34628868), (34629532, 34629958)]",-
49738,ENST00000558592,chr15,"[(102284775, 102284799), (102285837, 102285913)]",-
49739,ENST00000558594,chr15,"[(49907368, 49907440), (49912330, 49912387), (49912896, 49913015)]",-
49740,ENST00000558597,chr16,"[(54965983, 54966358)]",+
49741,ENST00000558613,chr15,"[(99768917, 99768937), (99789375, 99789815)]",-
49742,ENST00000558653,chr15,"[(49913261, 49913390), (49917309, 49917364)]",+
49743,ENST00000558662,chr8,"[(28747911, 28748195), (28821327, 28821384)]",+
49744,ENST00000558663,chr15,"[(99768917, 99768937), (99789826, 99790004), (99791359, 99791428)]",-
49745,ENST00000558667,chr15,"[(34628881, 34628887), (34630161, 34630258)]",-
49746,ENST00000558676,chr15,"[(88799384, 88799410)]",-
49747,ENST00000558678,chr14,"[(102829415, 102829453), (102842986, 102843058)]",+
49748,ENST00000558688,chr15,"[(80364928, 80364989), (80412669, 80412686)]",+
49749,ENST00000558713,chr16,"[(66830701, 66830733), (66835473, 66835514)]",-
49750,ENST00000558720,chr15,"[(40329189, 40329219), (40330482, 40330595), (40331076, 40331251)]",-
49751,ENST00000558726,chr15,"[(81666418, 81666554)]",-
49752,ENST00000558745,chr15,"[(77344771, 77344810), (77345118, 77345271), (77346519, 77346621), (77348130, 77348205), (77348405, 77348597), (77376188, 77376326)]",-
49753,ENST00000558746,chr15,"[(79165295, 79165359)]",+
49754,ENST00000558747,chr15,"[(101142812, 101143251), (101143419, 101143518), (101149911, 101150033), (101152370, 101152421)]",+
49755,ENST00000558750,chr15,"[(40856979, 40857179)]",-
49756,ENST00000558752,chr19,"[(55897724, 55897725)]",+
49757,ENST00000558753,chr14,"[(24458096, 24458156)]",+
49758,ENST00000558762,chr15,"[(99192272, 99192810)]",+
49759,ENST00000558772,chr15,"[(58430367, 58430480), (58458871, 58458955)]",+
49760,ENST00000558774,chr15,"[(40398287, 40398292), (40400459, 40400558), (40400973, 40401093)]",-
49761,ENST00000558797,chr15,"[(66874527, 66874553)]",+
49762,ENST00000558812,chr15,"[(100106132, 100106309), (100173182, 100173324)]",+
49763,ENST00000558813,chr15,"[(48623601, 48623676), (48624464, 48624517)]",+
49764,ENST00000558815,chr19,"[(55897299, 55897333), (55897717, 55897725)]",+
49765,ENST00000558816,chr15,"[(48009653, 48009889), (48051941, 48051995)]",+
49766,ENST00000558821,chr15,"[(74610899, 74610930)]",+
49767,ENST00000558850,chr14,"[(102783713, 102784003), (102792321, 102792381)]",+
49768,ENST00000558871,chr15,"[(40855214, 40855226), (40857174, 40857241)]",-
49769,ENST00000558879,chr15,"[(99791566, 99791746), (99796102, 99796162)]",+
49770,ENST00000558939,chr15,"[(70389137, 70390515)]",-
49771,ENST00000558940,chr15,"[(62936765, 62937490)]",-
49772,ENST00000558964,chr15,"[(73344950, 73345016)]",+
49773,ENST00000558966,chr15,"[(44719990, 44720091), (44751188, 44751212)]",+
49774,ENST00000558984,chr14,"[(54418940, 54418947), (54419993, 54420173)]",-
49775,ENST00000558993,chr20,"[(39833556, 39833706), (39945501, 39945826)]",-
49776,ENST00000558996,chr15,"[(45415212, 45415241), (45422049, 45422075)]",-
49777,ENST00000559000,chr15,"[(56996454, 56996465), (56999460, 56999504), (57017044, 57017188), (57098557, 57098620), (57119721, 57119849), (57139521, 57139679), (57182211, 57182365), (57209344, 57209410), (57209737, 57210769)]",-
49778,ENST00000559001,chr7,"[(39125364, 39125465)]",+
49779,ENST00000559004,chr15,"[(89346989, 89347040), (89379430, 89379437)]",+
49780,ENST00000559008,chr15,"[(80695898, 80695917)]",-
49781,ENST00000559014,chr15,"[(45415212, 45415241), (45421215, 45421332), (45421657, 45421844), (45422020, 45422059)]",-
49782,ENST00000559019,chr14,"[(24711538, 24711838)]",-
49783,ENST00000559048,chr15,"[(70388642, 70388943)]",-
49784,ENST00000559055,chrY,"[(3447155, 3447285)]",+
49785,ENST00000559066,chr15,"[(41849872, 41850670), (41853324, 41853335)]",+
49786,ENST00000559078,chr15,"[(34517236, 34517315)]",+
49787,ENST00000559081,chr15,"[(40331317, 40331354)]",-
49788,ENST00000559082,chr15,"[(78832762, 78832805), (78834246, 78834269)]",+
49789,ENST00000559085,chr15,"[(37390373, 37390503)]",-
49790,ENST00000559087,chr14,"[(54418940, 54418947), (54419993, 54420118), (54423476, 54423529)]",-
49791,ENST00000559089,chr15,"[(65398553, 65398726), (65407487, 65407535)]",-
49792,ENST00000559092,chr15,"[(67390919, 67391211)]",+
49793,ENST00000559104,chr14,"[(24702152, 24702405)]",+
49794,ENST00000559107,chr15,"[(102192564, 102192587)]",-
49795,ENST00000559115,chr14,"[(24583835, 24584133), (24584751, 24584803)]",+
49796,ENST00000559123,chr14,"[(24605371, 24605550), (24606193, 24606226), (24606351, 24606414), (24606529, 24606640), (24606728, 24606774), (24606908, 24607006), (24607257, 24607326), (24607404, 24607422)]",+
49797,ENST00000559157,chr15,"[(80351976, 80352151), (80407368, 80407412), (80412669, 80412686)]",+
49798,ENST00000559170,chr15,"[(90233863, 90234014)]",-
49799,ENST00000559179,chr15,"[(31369124, 31369187), (31393859, 31393930)]",-
49800,ENST00000559185,chr14,"[(102785634, 102785855), (102792321, 102792381)]",+
49801,ENST00000559187,chr15,"[(82824836, 82824867)]",-
49802,ENST00000559191,chr15,"[(70349815, 70349858), (70389996, 70390205)]",-
49803,ENST00000559193,chr15,"[(44955845, 44955856)]",-
49804,ENST00000559199,chr15,"[(65262550, 65262560), (65266939, 65267085), (65268812, 65268893), (65273201, 65273965)]",-
49805,ENST00000559205,chr15,"[(78441721, 78441745)]",+
49806,ENST00000559209,chr15,"[(59280150, 59280267), (59323002, 59323021)]",+
49807,ENST00000559228,chr15,"[(59063512, 59063594)]",+
49808,ENST00000559233,chr15,"[(65808030, 65808142)]",-
49809,ENST00000559234,chr20,"[(39833556, 39833706), (39897618, 39897723), (39946148, 39946242)]",-
49810,ENST00000559237,chr15,"[(56996454, 56996465), (56999460, 56999504), (57025655, 57026284)]",-
49811,ENST00000559239,chr15,"[(65116534, 65116553), (65117767, 65117838)]",-
49812,ENST00000559250,chr14,"[(24563261, 24563277)]",+
49813,ENST00000559271,chr15,"[(40861530, 40861536)]",+
49814,ENST00000559275,chr14,"[(24616095, 24616116), (24617184, 24617331), (24617466, 24617644)]",+
49815,ENST00000559279,chr15,"[(69706584, 69706804)]",+
49816,ENST00000559294,chr14,"[(24601258, 24601741)]",+
49817,ENST00000559312,chr14,"[(73822459, 73822474), (73833604, 73833628)]",-
49818,ENST00000559313,chr15,"[(40633152, 40633168)]",-
49819,ENST00000559325,chr7,"[(37960162, 37960181)]",+
49820,ENST00000559336,chr19,"[(8274254, 8274378), (8275589, 8275746), (8315959, 8315960)]",+
49821,ENST00000559345,chr15,"[(79165346, 79165560), (79170554, 79170601), (79172853, 79172921), (79178482, 79178569), (79179610, 79179632)]",+
49822,ENST00000559390,chr15,"[(45021185, 45021750), (45028539, 45028902)]",+
49823,ENST00000559397,chr15,"[(63334956, 63335028)]",+
49824,ENST00000559416,chr15,"[(48623291, 48623363)]",+
49825,ENST00000559418,chr15,"[(54025346, 54025380)]",-
49826,ENST00000559420,chr15,"[(69548132, 69548337)]",+
49827,ENST00000559421,chr15,"[(34517266, 34517315)]",+
49828,ENST00000559445,chr15,"[(41056324, 41056378)]",+
49829,ENST00000559447,chr15,"[(56435085, 56435098), (56436598, 56436681), (56471467, 56471501), (56535322, 56535464)]",-
49830,ENST00000559450,chr19,"[(8274239, 8274378), (8315959, 8315960)]",+
49831,ENST00000559454,chr15,"[(49462674, 49462774), (49493358, 49493377)]",+
49832,ENST00000559463,chr19,"[(55897328, 55897725)]",+
49833,ENST00000559471,chr15,"[(49338496, 49338760)]",-
49834,ENST00000559482,chr15,"[(90645622, 90645709)]",-
49835,ENST00000559485,chr2,"[(87144737, 87144753)]",+
49836,ENST00000559488,chr17,"[(45331211, 45331227)]",+
49837,ENST00000559494,chr15,"[(77363296, 77363376)]",-
49838,ENST00000559502,chr15,"[(38226826, 38226895), (38227457, 38227549), (38228514, 38228524)]",+
49839,ENST00000559517,chr15,"[(58306130, 58306299)]",-
49840,ENST00000559519,chr15,"[(64673570, 64673640)]",-
49841,ENST00000559524,chr19,"[(47922338, 47922379)]",-
49842,ENST00000559540,chr15,"[(48624406, 48624448)]",+
49843,ENST00000559554,chr15,"[(78857912, 78858061)]",+
49844,ENST00000559556,chr15,"[(63334956, 63335028)]",+
49845,ENST00000559561,chr15,"[(37391667, 37391922)]",-
49846,ENST00000559581,chr14,"[(68066920, 68066984)]",-
49847,ENST00000559596,chr15,"[(41625068, 41625155)]",+
49848,ENST00000559602,chr15,"[(76603729, 76603755)]",-
49849,ENST00000559622,chr15,"[(59397355, 59397467)]",+
49850,ENST00000559624,chr15,"[(40226346, 40226396)]",+
49851,ENST00000559651,chr14,"[(102974226, 102974279), (102974811, 102975154)]",-
49852,ENST00000559701,chr15,"[(40398287, 40398292), (40400459, 40400587), (40400973, 40401080)]",-
49853,ENST00000559703,chr15,"[(57540238, 57540263)]",+
49854,ENST00000559710,chr15,"[(57540213, 57540263)]",+
49855,ENST00000559711,chr15,"[(63836823, 63836910)]",+
49856,ENST00000559714,chr15,"[(100347227, 100347303), (100348351, 100348375)]",+
49857,ENST00000559717,chr15,"[(91446221, 91446662), (91447419, 91447437)]",+
49858,ENST00000559727,chr15,"[(40545089, 40545170)]",-
49859,ENST00000559753,chr15,"[(64981334, 64981368), (64982572, 64982748), (64995227, 64995400)]",-
49860,ENST00000559775,chr15,"[(80364924, 80364989), (80390757, 80390920), (80412669, 80412686)]",+
49861,ENST00000559788,chr15,"[(82380973, 82381069), (82384067, 82384074)]",+
49862,ENST00000559829,chr15,"[(50399163, 50399205), (50406622, 50406701)]",-
49863,ENST00000559830,chr15,"[(38856829, 38856836)]",-
49864,ENST00000559835,chr15,"[(80364919, 80364989), (80412669, 80412686)]",+
49865,ENST00000559836,chr14,"[(24701647, 24701994), (24702424, 24702459)]",+
49866,ENST00000559844,chr15,"[(64388198, 64388212)]",+
49867,ENST00000559860,chr15,"[(45694567, 45694627)]",+
49868,ENST00000559878,chr15,"[(51535109, 51535261)]",-
49869,ENST00000559895,chr9,"[(124979380, 124979567), (124983327, 124984019)]",-
49870,ENST00000559898,chr15,"[(91475770, 91475780)]",-
49871,ENST00000559910,chr14,"[(24701841, 24701994), (24702424, 24702459)]",+
49872,ENST00000559911,chr15,"[(40855214, 40855226), (40857174, 40857210)]",-
49873,ENST00000559916,chr15,"[(45003710, 45003744)]",+
49874,ENST00000559919,chr14,"[(24641233, 24641761)]",+
49875,ENST00000559929,chr15,"[(70389137, 70389190)]",-
49876,ENST00000559932,chr15,"[(41056623, 41056806), (41058024, 41058039)]",+
49877,ENST00000559935,chr15,"[(48623207, 48623363)]",+
49878,ENST00000559949,chr15,"[(82939097, 82939157)]",-
49879,ENST00000559950,chr15,"[(64385967, 64386056)]",-
49880,ENST00000559991,chr15,"[(40763284, 40763412)]",+
49881,ENST00000560016,chr17,"[(36104875, 36105009)]",-
49882,ENST00000560031,chr15,"[(49462212, 49462519)]",+
49883,ENST00000560055,chr19,"[(55897303, 55897333), (55897717, 55897725)]",+
49884,ENST00000560059,chr15,"[(100347263, 100347303), (100348351, 100348375)]",+
49885,ENST00000560079,chr15,"[(85291865, 85291895), (85307937, 85308046), (85321413, 85321543), (85325887, 85325906)]",+
49886,ENST00000560098,chr15,"[(91073199, 91073303)]",+
49887,ENST00000560104,chr11,"[(121986630, 121986923)]",-
49888,ENST00000560116,chr15,"[(52472076, 52472097)]",-
49889,ENST00000560133,chr15,"[(101121047, 101121150), (101142325, 101142379)]",-
49890,ENST00000560142,chr17,"[(61950974, 61951126)]",-
49891,ENST00000560158,chr15,"[(71228866, 71229161), (71272439, 71272454)]",+
49892,ENST00000560164,chr15,"[(34551139, 34551145), (34553126, 34553221), (34567545, 34567590), (34591769, 34591859)]",-
49893,ENST00000560168,chr19,"[(46272102, 46272113)]",-
49894,ENST00000560177,chr15,"[(41625110, 41625155)]",+
49895,ENST00000560217,chr15,"[(78832746, 78832881), (78834246, 78834269)]",+
49896,ENST00000560219,chr15,"[(90303821, 90303869), (90308030, 90308121)]",+
49897,ENST00000560246,chr15,"[(49907368, 49907440), (49912827, 49913006)]",-
49898,ENST00000560249,chr4,"[(88754120, 88754166), (88755854, 88755920), (88759783, 88759837), (88760836, 88760929), (88761078, 88761184), (88766128, 88766359)]",+
49899,ENST00000560255,chr15,"[(80215112, 80215115)]",+
49900,ENST00000560258,chr15,"[(64995247, 64995407)]",-
49901,ENST00000560262,chr15,"[(73344950, 73345016)]",+
49902,ENST00000560266,chr15,"[(85259306, 85259342)]",-
49903,ENST00000560270,chr15,"[(49715433, 49715637), (49716228, 49716494)]",+
49904,ENST00000560274,chr15,"[(69745222, 69745287)]",+
